make,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,Nm/kgm,rpm,seats,country
Nissan,Terrano,2018,850000,48000,Diesel,Individual,Manual,First Owner,20,1461,83,200,1750,5,Japan
Mahindra,Scorpio,2009,475000,120000,Diesel,Individual,Manual,First Owner,12,2179,120,290,2800,7,India
Hyundai,i10,2008,195000,110000,Petrol,Individual,Manual,Second Owner,20,1197,79,112,4000,5,South Korea
Tata,Safari,2014,459999,38000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Toyota,Corolla,2004,135000,90000,Petrol,Individual,Manual,Second Owner,13,1794,125,16,4200,5,Japan
Maruti,Ertiga,2017,850000,43000,Diesel,Individual,Manual,First Owner,25,1248,88,200,1750,7,India
Hyundai,Santro,2018,500000,25000,Petrol,Individual,Manual,First Owner,20,1086,68,99,4500,5,South Korea
Maruti,Wagon,2016,385000,26000,Petrol,Individual,Manual,Second Owner,21,998,67,90,3500,5,India
Hyundai,Verna,2006,135000,120000,Diesel,Individual,Manual,Second Owner,17,1493,110,24,451,5,South Korea
Maruti,Alto,2008,120000,70000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Tata,New,2007,200000,120000,Diesel,Individual,Manual,Second Owner,14,2956,138,320,2700,7,India
Maruti,Ciaz,2016,700000,20000,Petrol,Individual,Manual,First Owner,21,1373,91,130,4000,5,India
Tata,Indigo,2013,290000,25000,Diesel,Individual,Manual,First Owner,24,1396,70,140,3000,5,India
Maruti,Swift,2017,725000,60000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Tata,Sumo,2008,200000,80000,Diesel,Individual,Manual,First Owner,12,1948,68,115,500,10,India
Maruti,Omni,2014,155000,80000,Petrol,Individual,Manual,First Owner,17,796,34,59,2500,8,India
Maruti,Swift,2011,280000,20000,Petrol,Individual,Manual,Second Owner,19,1197,86,114,4000,5,India
Tata,Tigor,2019,450000,25000,Petrol,Individual,Manual,First Owner,20,1199,84,114,3500,5,India
Maruti,Esteem,2006,135000,70000,Petrol,Individual,Manual,Second Owner,16,1298,85,110,4500,5,India
Mahindra,XUV500,2014,650000,40000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Maruti,Baleno,2020,650000,7300,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Maruti,Ciaz,2018,750000,25000,Diesel,Individual,Manual,First Owner,28,1248,88,200,1750,5,India
Maruti,Alto,2010,150000,100000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Mahindra,KUV,2017,500000,35000,Diesel,Individual,Manual,First Owner,25,1198,77,190,2250,6,India
Toyota,Etios,2012,311000,100000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,Japan
Hyundai,Verna,2013,425000,80000,Diesel,Individual,Manual,Second Owner,22,1582,126,260,2325,5,South Korea
Hyundai,i10,2010,260000,60000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Volkswagen,Polo,2014,400000,110000,Diesel,Individual,Manual,Second Owner,20,1498,89,230,2500,5,Germany
Hyundai,i20,2017,575000,70000,Diesel,Individual,Manual,Second Owner,23,1396,89,220,2125,5,South Korea
Hyundai,Santro,2008,175000,40000,Petrol,Individual,Manual,First Owner,0,1086,62,96,3000,5,South Korea
Maruti,SX4,2010,250000,90000,CNG,Individual,Manual,Second Owner,21,1586,103,145,4100,5,India
Volkswagen,Polo,2012,400000,95000,Diesel,Individual,Manual,First Owner,20,1598,104,250,2500,5,Germany
Maruti,Swift,2015,484999,30000,Diesel,Individual,Manual,First Owner,25,1248,74,190,2000,5,India
Maruti,Swift,2012,250000,100000,Diesel,Individual,Manual,Third Owner,19,1248,74,190,2000,5,India
Maruti,Swift,2017,655000,70000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Chevrolet,Beat,2016,300000,15000,Petrol,Individual,Manual,First Owner,19,1199,77,106,4400,5,United States
Ford,Figo,2018,650000,21000,Diesel,Individual,Manual,First Owner,26,1498,99,215,3000,5,United States
Maruti,Wagon,2014,300000,35000,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Honda,Jazz,2016,475000,25000,Petrol,Individual,Manual,First Owner,19,1199,89,110,4800,5,Japan
Tata,Tiago,2017,450000,30000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Maruti,Swift,2019,754000,10000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Hyundai,i10,2013,300000,40000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Hyundai,EON,2014,250000,25000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Maruti,Swift,2018,725000,15000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,Alto,2008,95000,70000,Petrol,Individual,Manual,First Owner,20,796,46,62,3000,5,India
Hyundai,Santro,2018,475000,7800,Petrol,Individual,Manual,First Owner,20,1086,68,99,4500,5,South Korea
Tata,Safari,2014,575000,55000,Diesel,Individual,Manual,First Owner,14,2179,138,320,2700,7,India
Tata,Tiago,2016,350000,30000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Mahindra,Bolero,2013,330000,125000,Diesel,Individual,Manual,Second Owner,16,2523,62,195,2200,7,India
Maruti,Swift,2016,482000,50000,Petrol,Individual,Manual,First Owner,20,1197,82,113,4200,5,India
Ford,EcoSport,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,23,1498,99,205,3250,5,United States
Tata,Tiago,2017,380000,30000,Petrol,Individual,Manual,First Owner,24,1199,84,114,3500,5,India
Chevrolet,Beat,2016,310000,30000,Petrol,Individual,Manual,First Owner,19,1199,77,106,4400,5,United States
Maruti,Swift,2009,280000,35000,Petrol,Individual,Manual,First Owner,18,1298,86,114,4000,5,India
Renault,Duster,2018,900000,30000,Petrol,Individual,Automatic,First Owner,15,1498,104,142,4000,5,France
Maruti,Wagon,2010,250000,60000,Petrol,Individual,Manual,First Owner,19,1061,67,84,3500,5,India
Hyundai,Verna,2017,750000,39000,Petrol,Individual,Manual,First Owner,17,1591,121,155,4200,5,South Korea
Renault,KWID,2019,420000,15000,Petrol,Individual,Manual,First Owner,23,999,67,91,4250,5,France
Honda,Amaze,2019,670000,5000,Petrol,Individual,Manual,First Owner,20,1199,89,110,4800,5,Japan
Hyundai,i10,2016,420000,9750,Petrol,Individual,Manual,Second Owner,20,1086,68,99,4500,5,South Korea
Honda,WR-V,2018,900000,35000,Petrol,Individual,Manual,First Owner,18,1199,89,110,4800,5,Japan
Mahindra,XUV500,2015,1200000,10000,Diesel,Individual,Manual,First Owner,15,2179,140,330,2800,7,India
Mahindra,Scorpio,2003,195000,157138,Diesel,Individual,Manual,Third Owner,10,2179,120,290,2800,7,India
Hyundai,Verna,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,17,1493,110,24,451,5,South Korea
Hyundai,i10,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,20,1086,68,99,4500,5,South Korea
Maruti,Swift,2006,215000,102000,Petrol,Individual,Manual,Third Owner,16,1298,88,12,4500,5,India
Maruti,Alto,2015,210000,50000,Petrol,Individual,Manual,Second Owner,23,796,47,69,3500,5,India
Maruti,Omni,1991,55000,120000,LPG,Individual,Manual,Second Owner,19,1459,92,0,3011,5,India
Honda,City,2015,800000,50000,Petrol,Individual,Manual,First Owner,17,1497,117,145,4600,5,Japan
Maruti,Swift,2014,570000,70000,Diesel,Individual,Manual,Second Owner,25,1248,74,190,2000,5,India
Maruti,SX4,2012,350000,120000,Diesel,Individual,Manual,Second Owner,22,1248,89,200,1750,5,India
Hyundai,i20,2011,350000,93000,Diesel,Individual,Manual,Second Owner,22,1396,90,22,2250,5,South Korea
Mahindra,Bolero,2018,750000,50000,Diesel,Individual,Manual,First Owner,16,1493,70,195,2200,7,India
Maruti,Eeco,2011,160000,100000,Petrol,Individual,Manual,Second Owner,15,1196,73,101,3000,7,India
Tata,Indigo,2010,150000,70000,Diesel,Individual,Manual,Third Owner,16,1405,70,14,1800,5,India
Maruti,Swift,2008,250000,90000,Diesel,Individual,Manual,Third Owner,19,1459,92,0,3011,5,India
Hyundai,Grand,2019,562000,5000,Petrol,Individual,Manual,First Owner,19,1197,82,114,4000,5,South Korea
Hyundai,i10,2012,290000,27000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Mahindra,XUV500,2014,600000,122000,Diesel,Individual,Manual,Second Owner,15,2179,140,330,2800,7,India
Hyundai,Xcent,2015,401000,74000,Diesel,Individual,Manual,Second Owner,24,1120,71,180,2125,5,South Korea
Maruti,Alto,2011,225000,30000,Petrol,Individual,Manual,First Owner,21,998,67,90,3500,5,India
Maruti,Vitara,2020,737000,10000,Petrol,Individual,Automatic,First Owner,19,1462,103,138,4400,5,India
Maruti,Celerio,2014,300000,80000,Petrol,Individual,Manual,First Owner,23,998,67,90,3500,5,India
Tata,Indigo,2008,85000,120000,Diesel,Individual,Manual,First Owner,17,1405,70,14,2500,5,India
Hyundai,Verna,2010,195000,120000,Diesel,Individual,Manual,Second Owner,16,1493,110,24,2750,5,South Korea
Honda,WR-V,2017,675000,127991,Diesel,Dealer,Manual,First Owner,26,1498,99,200,1750,5,Japan
Tata,Indigo,2010,290000,65000,Petrol,Individual,Manual,First Owner,16,1193,64,100,2700,5,India
Maruti,Esteem,2002,95000,90000,Petrol,Individual,Manual,Third Owner,19,1459,92,0,3011,5,India
Maruti,Ciaz,2018,889000,20000,Diesel,Individual,Manual,First Owner,28,1248,88,200,1750,5,India
Volkswagen,Ameo,2016,400000,60000,Petrol,Individual,Manual,First Owner,17,1198,74,110,3750,5,Germany
Renault,KWID,2018,390000,13120,Petrol,Individual,Manual,First Owner,25,799,53,72,4386,5,France
Hyundai,Verna,2014,600000,125000,Diesel,Individual,Manual,First Owner,22,1582,126,260,2325,5,South Korea
Hyundai,Elite,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17,1197,82,117,4000,5,South Korea
Maruti,Ertiga,2013,600000,120000,Diesel,Individual,Manual,Third Owner,21,1248,89,200,1750,7,India
Hyundai,Verna,2015,795000,35000,Petrol,Individual,Manual,First Owner,17,1591,121,155,4200,5,South Korea
Hyundai,i20,2016,735000,25000,Diesel,Individual,Manual,First Owner,23,1396,89,220,2125,5,South Korea
Skoda,Octavia,2005,250000,120000,Diesel,Individual,Manual,Third Owner,16,1896,90,21,1900,5,Czech Republic
Renault,KWID,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24,999,67,91,4250,5,France
Mahindra,Xylo,2014,395000,140000,Diesel,Individual,Manual,First Owner,14,2489,95,220,2600,8,India
Hyundai,Accent,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13,1493,82,187,2500,5,South Korea
Hyundai,i20,2016,720000,80000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2750,5,South Korea
Honda,City,2011,450000,110000,Petrol,Individual,Manual,Third Owner,17,1497,116,146,4800,5,Japan
Hyundai,Verna,2010,220000,80000,Diesel,Individual,Manual,Second Owner,16,1493,110,24,2750,5,South Korea
Hyundai,Verna,2014,545000,100000,Diesel,Individual,Manual,Second Owner,22,1582,126,260,2325,5,South Korea
Volkswagen,Vento,2011,370000,100000,Diesel,Individual,Manual,Second Owner,21,1598,104,250,2500,5,Germany
Mahindra,Bolero,2010,450000,78000,Diesel,Individual,Manual,First Owner,14,2523,63,180,1500,7,India
Hyundai,i20,2018,750000,15000,Petrol,Individual,Automatic,First Owner,17,1197,82,115,4000,5,South Korea
Mahindra,Scorpio,2015,1100000,70000,Diesel,Individual,Manual,First Owner,15,2179,120,280,2800,7,India
Maruti,Baleno,2019,711000,5000,Petrol,Individual,Manual,First Owner,21,1197,83,115,4000,5,India
Maruti,Alto,2016,285000,75000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Baleno,2020,749000,5500,Petrol,Individual,Manual,First Owner,21,1197,82,113,4200,5,India
Renault,Duster,2016,550000,80000,Diesel,Individual,Manual,Second Owner,20,1461,108,245,1750,5,France
Maruti,Swift,2010,300000,120000,Diesel,Individual,Manual,Second Owner,19,1248,74,190,2000,5,India
Maruti,Baleno,2017,625000,70000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Hyundai,i20,2017,650000,80000,Petrol,Individual,Manual,Second Owner,17,1197,82,115,4000,5,South Korea
Hyundai,Verna,2014,575000,120000,Diesel,Individual,Manual,Third Owner,22,1582,126,260,2325,5,South Korea
Maruti,Swift,2016,631000,75000,Diesel,Individual,Manual,Second Owner,27,1248,74,190,2000,5,India
Tata,Tigor,2017,600000,40000,Petrol,Individual,Manual,Second Owner,20,1199,84,114,3500,5,India
Ford,Fiesta,2012,390000,120000,Diesel,Individual,Manual,First Owner,24,1498,89,204,2750,5,United States
Mahindra,Scorpio,2007,375000,110000,Diesel,Individual,Manual,Fourth & Above Owner,13,2609,117,28,1700,8,India
Hyundai,i20,2010,340000,110000,Diesel,Individual,Manual,First Owner,23,1396,90,22,2250,5,South Korea
Tata,Tiago,2019,670000,2000,Diesel,Individual,Manual,First Owner,27,1047,69,140,3000,5,India
Maruti,Swift,2014,530000,80000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Maruti,Alto,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,24,998,67,90,3500,5,India
Maruti,Celerio,2014,415000,46000,Petrol,Dealer,Manual,First Owner,22,998,67,90,3500,5,India
Maruti,Ertiga,2014,700000,102000,Diesel,Dealer,Manual,First Owner,24,1498,94,225,2500,7,India
Renault,KWID,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,22,999,67,91,4250,5,France
Maruti,Swift,2015,575000,16000,Petrol,Dealer,Manual,First Owner,19,1197,86,114,4000,5,India
Hyundai,i20,2013,425000,23000,Petrol,Dealer,Manual,First Owner,17,1197,80,11,4000,5,South Korea
Ford,Figo,2011,245000,25000,Petrol,Dealer,Manual,First Owner,18,1196,87,112,4000,5,United States
Hyundai,Verna,2015,540000,35000,Petrol,Dealer,Manual,Second Owner,18,1497,113,144,4500,5,South Korea
Hyundai,i10,2013,291000,37000,Petrol,Dealer,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Maruti,Baleno,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,21,1197,83,115,4000,5,India
Hyundai,Verna,2012,355000,60000,Petrol,Dealer,Manual,First Owner,18,1497,113,144,4500,5,South Korea
Hyundai,i10,2010,225000,50000,Petrol,Dealer,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Chevrolet,Enjoy,2013,350000,37000,Petrol,Dealer,Manual,First Owner,14,1399,99,131,4400,7,United States
Maruti,Alto,2012,200000,38000,Petrol,Dealer,Manual,Second Owner,25,796,47,69,3500,5,India
Ford,Figo,2017,600000,40000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,United States
Hyundai,Verna,2012,434999,57000,Petrol,Dealer,Manual,First Owner,18,1497,113,144,4500,5,South Korea
Hyundai,i20,2014,440000,62200,Petrol,Dealer,Manual,First Owner,17,1197,80,11,4000,5,South Korea
Maruti,Ritz,2013,390000,77000,Diesel,Dealer,Manual,First Owner,21,1248,74,113,4500,5,India
Maruti,800,1997,50000,110000,Petrol,Individual,Manual,Second Owner,16,796,37,59,2500,4,India
Mahindra,Scorpio,2014,999000,25000,Diesel,Individual,Manual,First Owner,15,2179,120,280,2800,9,India
Tata,Sumo,2005,225000,188000,Diesel,Individual,Manual,First Owner,12,1948,90,190,800,7,India
Maruti,Alto,2010,85000,150000,Petrol,Individual,Manual,Third Owner,20,796,46,62,3000,5,India
Hyundai,EON,2012,150000,40000,Petrol,Individual,Manual,First Owner,21,814,55,74,4000,5,South Korea
Renault,Duster,2014,500000,120000,Diesel,Individual,Manual,First Owner,19,1461,108,248,2250,5,France
Hyundai,i10,2011,220000,70000,Petrol,Individual,Manual,Third Owner,20,1197,79,112,4000,5,South Korea
Hyundai,Creta,2017,957000,60000,Diesel,Individual,Manual,First Owner,21,1396,89,220,2125,5,South Korea
Datsun,RediGO,2018,320000,35000,Petrol,Individual,Manual,First Owner,22,999,67,91,4250,5,Japan
Maruti,Alto,2016,300000,15000,Petrol,Individual,Manual,First Owner,24,998,67,90,3500,5,India
Maruti,Swift,2010,270000,98000,Diesel,Individual,Manual,First Owner,18,1248,75,190,2000,5,India
Hyundai,Accent,2011,170000,62000,Petrol,Individual,Manual,Third Owner,16,1495,94,125,3500,5,South Korea
Chevrolet,Cruze,2010,270000,90000,Diesel,Individual,Manual,Second Owner,18,1991,148,327,2600,5,United States
Chevrolet,Beat,2013,140000,110000,Petrol,Individual,Manual,Second Owner,19,1199,79,108,4400,5,United States
Hyundai,i10,2010,170000,90000,Petrol,Individual,Manual,Third Owner,20,1197,79,112,4000,5,South Korea
Hyundai,Elite,2019,834000,13000,Diesel,Individual,Manual,First Owner,23,1396,89,224,2750,5,South Korea
Tata,Tiago,2017,450000,80000,Diesel,Individual,Manual,First Owner,27,1047,69,140,3000,5,India
Volkswagen,Polo,2014,575000,40000,Diesel,Individual,Manual,Third Owner,20,1498,89,230,2500,5,Germany
Maruti,Swift,2019,900000,20000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Maruti,800,2008,149000,87540,LPG,Individual,Manual,Third Owner,17,796,36,6,2500,5,India
Chevrolet,Spark,2007,100000,84000,LPG,Individual,Manual,Third Owner,16,995,60,88,4200,5,United States
Volkswagen,Vento,2012,400000,100000,Diesel,Individual,Manual,Second Owner,21,1598,104,250,2500,5,Germany
Hyundai,EON,2017,250000,35000,Petrol,Individual,Manual,Second Owner,20,998,68,94,3500,5,South Korea
Chevrolet,Optra,2010,225000,60000,Petrol,Individual,Manual,Second Owner,13,1598,102,148,4000,5,United States
Ford,Fiesta,2012,300000,70000,Diesel,Individual,Manual,First Owner,19,1388,67,160,2000,5,United States
Ford,EcoSport,2016,825000,35000,Diesel,Individual,Manual,Second Owner,23,1498,99,205,3250,5,United States
Maruti,Baleno,2016,710000,71000,Diesel,Individual,Manual,First Owner,27,1248,74,190,2000,5,India
Maruti,Swift,2008,200000,90000,Petrol,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Maruti,Ritz,2016,425000,70000,Diesel,Individual,Manual,First Owner,23,1248,74,190,2000,5,India
Maruti,800,2007,45000,80000,Petrol,Individual,Manual,First Owner,16,796,37,59,2500,4,India
Maruti,Ritz,2009,240000,90000,Diesel,Individual,Manual,First Owner,21,1248,74,113,4500,5,India
Hyundai,Creta,2016,1150000,154000,Diesel,Individual,Manual,First Owner,20,1582,126,260,2325,5,South Korea
Renault,Duster,2013,520000,109000,Diesel,Individual,Manual,Second Owner,20,1461,108,245,1750,5,France
Maruti,Swift,2016,675000,120000,Diesel,Individual,Manual,Second Owner,27,1248,74,190,2000,5,India
Tata,Indica,2006,170000,77000,Diesel,Individual,Manual,First Owner,19,1459,92,0,3011,5,India
Maruti,Wagon,2012,297000,100000,CNG,Individual,Manual,Third Owner,26,998,58,77,3500,5,India
Tata,New,2009,250000,110000,Diesel,Individual,Manual,First Owner,12,2179,138,320,2700,7,India
Maruti,Swift,2008,225000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19,1459,92,0,3011,5,India
Maruti,Wagon,2016,380000,39000,Petrol,Individual,Manual,Third Owner,21,998,67,90,3500,5,India
Maruti,800,2005,40000,96000,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,59,2500,4,India
Volkswagen,Vento,2014,575000,90000,Diesel,Individual,Manual,First Owner,21,1598,104,250,2500,5,Germany
Maruti,Swift,2010,300000,135000,Diesel,Individual,Manual,Second Owner,18,1248,75,190,2000,5,India
Tata,Tiago,2018,450000,90000,Diesel,Individual,Manual,First Owner,27,1047,69,140,3000,5,India
Maruti,800,2003,45000,90000,Petrol,Individual,Manual,Fourth & Above Owner,16,796,37,59,2500,4,India
Maruti,Swift,2017,745000,35000,Diesel,Individual,Manual,First Owner,28,1248,74,190,2000,5,India
Hyundai,Xcent,2016,509999,120000,Diesel,Individual,Manual,First Owner,24,1120,71,180,2125,5,South Korea
Hyundai,i10,2009,142000,110000,Petrol,Individual,Manual,First Owner,20,1197,79,112,4000,5,South Korea
Maruti,A-Star,2009,185000,50000,Petrol,Individual,Manual,First Owner,19,998,66,90,3500,5,India
Fiat,Linea,2012,300000,77000,Diesel,Individual,Manual,First Owner,20,1248,92,209,2000,5,Italy
Honda,City,2007,210000,120000,Petrol,Individual,Manual,Second Owner,18,1497,78,13,2700,5,Japan
Hyundai,Verna,2008,260000,120000,Petrol,Individual,Manual,Second Owner,14,1599,103,15,3000,5,South Korea
Maruti,Swift,2013,430000,190000,Diesel,Individual,Manual,Second Owner,23,1248,74,190,2000,5,India
Mahindra,Scorpio,2013,600000,110000,Diesel,Individual,Manual,Second Owner,12,2179,120,290,2800,8,India
